onset	duration	trial	condition
4.853	4.802	1	1
14.75	4.802	2	2
25.101	4.802	3	2
35.127	4.802	4	1
44.539	4.802	5	2
54.309	4.802	6	1
63.872	4.802	7	2
74.202	4.802	8	1
84.308	4.802	9	1
94.305	4.802	10	2
116.755	4.802	11	1
126.644	4.802	12	2
136.501	4.802	13	2
146.288	4.802	14	1
156.34	4.802	15	2
166.656	4.802	16	1
176.942	4.802	17	2
187.214	4.802	18	1
197.34	4.802	19	1
207.924	4.802	20	2
229.312	4.802	21	2
239.563	4.803	22	1
249.049	4.802	23	2
259.149	4.802	24	2
269.399	4.802	25	1
278.872	4.802	26	1
288.922	4.802	27	2
299.063	4.802	28	1
309.064	4.802	29	2
319.722	4.802	30	1
341.597	4.802	31	2
351.918	4.802	32	1
362.464	4.802	33	2
372.554	4.802	34	2
381.819	4.802	35	1
391.868	4.802	36	1
401.966	4.802	37	2
412.441	4.802	38	1
422.847	4.802	39	2
433.272	4.802	40	1
454.576	4.802	41	1
464.653	4.802	42	2
475.061	4.802	43	1
485.074	4.802	44	1
494.908	4.802	45	2
504.366	4.802	46	1
514.064	4.802	47	2
524.096	4.802	48	1
534.055	4.802	49	2
543.531	4.803	50	2
564.856	4.802	51	1
574.869	4.802	52	2
584.649	4.802	53	1
595.586	4.802	54	1
605.685	4.802	55	2
615.937	4.802	56	1
626.422	4.802	57	2
637.208	4.802	58	1
646.753	4.802	59	2
657.038	4.802	60	2
678.938	4.802	61	2
689.216	4.802	62	1
699.032	4.802	63	1
708.741	4.802	64	1
718.482	4.802	65	2
728.107	4.802	66	1
737.969	4.802	67	2
748.587	4.802	68	2
758.652	4.802	69	1
769.475	4.802	70	2
792.047	4.802	71	2
802.034	4.802	72	1
812.209	4.802	73	1
822.278	4.802	74	1
832.456	4.802	75	2
842.689	4.802	76	1
852.602	4.802	77	2
862.079	4.802	78	2
871.672	4.802	79	1
881.73	4.802	80	2
903.697	4.802	81	2
913.299	4.802	82	2
923.453	4.802	83	1
933.533	4.802	84	2
943.908	4.802	85	1
954.125	4.802	86	2
964.31	4.802	87	1
975.05	4.802	88	1
985.082	4.802	89	1
995.442	4.801	90	2
1017.334	4.802	91	2
1026.983	4.802	92	2
1037.174	4.802	93	1
1048.0	4.802	94	2
1058.153	4.802	95	1
1068.76	4.802	96	2
1078.939	4.802	97	1
1089.134	4.802	98	1
1099.349	4.802	99	1
1109.713	4.802	100	2
