onset	duration	trial	condition
5.012	4.802	1	1
14.868	4.802	2	2
24.781	4.802	3	2
35.154	4.803	4	1
45.37	4.802	5	2
55.511	4.802	6	1
65.917	4.802	7	2
76.182	4.802	8	1
86.434	4.802	9	1
96.071	4.802	10	2
117.637	4.802	11	1
127.212	4.802	12	2
138.11	4.802	13	2
148.096	4.803	14	1
157.991	4.802	15	2
168.403	4.802	16	1
178.759	4.802	17	2
189.139	4.802	18	1
199.394	4.802	19	1
209.041	4.802	20	2
231.555	4.802	21	2
241.491	4.801	22	1
250.905	4.802	23	2
261.221	4.802	24	2
271.786	4.802	25	1
281.642	4.802	26	1
291.752	4.802	27	2
302.339	4.802	28	1
313.209	4.802	29	2
323.45	4.802	30	1
345.761	4.802	31	2
356.036	4.802	32	1
366.818	4.802	33	2
376.659	4.802	34	2
386.753	4.802	35	1
397.38	4.802	36	1
407.26	4.802	37	2
417.15	4.802	38	1
427.252	4.802	39	2
437.061	4.802	40	1
459.153	4.803	41	1
469.92	4.802	42	2
479.853	4.802	43	1
490.1	4.802	44	1
500.295	4.802	45	2
510.454	4.802	46	1
521.214	4.802	47	2
531.166	4.802	48	1
541.417	4.802	49	2
550.887	4.802	50	2
573.047	4.802	51	1
583.164	4.802	52	2
592.603	4.802	53	1
602.869	4.802	54	1
613.26	4.802	55	2
622.901	4.802	56	1
632.701	4.802	57	2
642.879	4.802	58	1
652.684	4.802	59	2
662.68	4.803	60	2
685.656	4.802	61	2
695.915	4.802	62	1
705.672	4.802	63	1
715.656	4.802	64	1
725.347	4.802	65	2
735.1	4.802	66	1
745.293	4.802	67	2
755.237	4.802	68	2
765.386	4.802	69	1
775.303	4.802	70	2
796.907	4.802	71	2
806.61	4.802	72	1
816.83	4.802	73	1
826.632	4.802	74	1
836.612	4.802	75	2
847.24	4.802	76	1
857.037	4.802	77	2
867.273	4.802	78	2
877.593	4.802	79	1
888.021	4.802	80	2
909.662	4.802	81	2
919.828	4.802	82	2
929.994	4.802	83	1
940.145	4.802	84	2
950.87	4.802	85	1
960.877	4.802	86	2
970.923	4.802	87	1
980.629	4.802	88	1
990.654	4.802	89	1
1000.95	4.802	90	2
1023.062	4.802	91	2
1033.469	4.802	92	2
1043.497	4.802	93	1
1053.233	4.802	94	2
1063.029	4.802	95	1
1073.438	4.802	96	2
1083.796	4.802	97	1
1093.547	4.802	98	1
1103.009	4.802	99	1
1113.244	4.802	100	2
