onset	duration	trial	condition
5.073	4.802	1	1
15.228	4.802	2	2
25.392	4.802	3	2
35.606	4.802	4	1
46.15	4.802	5	2
56.946	4.802	6	1
67.11	4.802	7	2
77.354	4.802	8	1
87.772	4.802	9	1
97.146	4.802	10	2
119.438	4.802	11	1
129.622	4.802	12	2
139.781	4.802	13	2
149.538	4.802	14	1
159.016	4.802	15	2
169.443	4.802	16	1
179.803	4.802	17	2
190.299	4.802	18	1
200.609	4.802	19	1
210.242	4.802	20	2
232.571	4.802	21	2
242.819	4.802	22	1
253.488	4.802	23	2
263.694	4.802	24	2
273.118	4.802	25	1
283.548	4.802	26	1
293.694	4.802	27	2
303.327	4.802	28	1
313.494	4.802	29	2
323.917	4.802	30	1
345.527	4.802	31	2
355.199	4.802	32	1
365.557	4.802	33	2
375.524	4.802	34	2
386.08	4.802	35	1
396.065	4.802	36	1
405.819	4.802	37	2
416.04	4.802	38	1
426.942	4.801	39	2
437.31	4.802	40	1
459.609	4.802	41	1
470.178	4.802	42	2
480.789	4.802	43	1
491.359	4.802	44	1
501.475	4.802	45	2
511.121	4.802	46	1
520.956	4.802	47	2
530.751	4.802	48	1
541.2	4.802	49	2
551.473	4.802	50	2
574.331	4.802	51	1
584.458	4.802	52	2
594.913	4.802	53	1
604.993	4.802	54	1
615.272	4.802	55	2
625.953	4.802	56	1
635.658	4.802	57	2
644.99	4.802	58	1
655.193	4.802	59	2
666.177	4.802	60	2
688.37	4.802	61	2
698.31	4.802	62	1
707.766	4.802	63	1
717.775	4.802	64	1
727.402	4.802	65	2
737.741	4.802	66	1
748.167	4.802	67	2
758.538	4.802	68	2
768.916	4.802	69	1
779.241	4.802	70	2
801.829	4.802	71	2
811.991	4.802	72	1
822.309	4.802	73	1
833.041	4.802	74	1
842.93	4.802	75	2
853.0	4.802	76	1
863.257	4.802	77	2
873.863	4.802	78	2
884.186	4.802	79	1
894.765	4.802	80	2
916.566	4.802	81	2
926.713	4.802	82	2
937.198	4.802	83	1
946.593	4.802	84	2
957.071	4.802	85	1
967.485	4.802	86	2
977.449	4.802	87	1
986.742	4.802	88	1
997.501	4.802	89	1
1007.637	4.802	90	2
1029.803	4.802	91	2
1039.971	4.802	92	2
1050.115	4.802	93	1
1060.259	4.802	94	2
1069.811	4.802	95	1
1080.268	4.802	96	2
1090.478	4.802	97	1
1100.437	4.802	98	1
1110.554	4.802	99	1
1120.079	4.802	100	2
